id,región,región1,comuna,nombre,sexo,pacto,partido
624,Metropolitana,5.5,Santiago,Helmut Kramer Angel,0,Dignidad Ahora,PH
625,Metropolitana,5.5,Santiago,Fernando Neira Pezoa,0,Ecologistas e Ind.,PEV
626,Metropolitana,5.5,Santiago,Alfredo Morgado Travezan,0,Unidad Por El Apruebo,PPD
627,Metropolitana,5.5,Santiago,Boris Araos Cancino,0,Unión Patriotica,UPA
628,Metropolitana,5.5,Talagante,Patricio Huerta Moraga,0,Chile Vamos,RN
629,Metropolitana,5.5,Talagante,Nancy Stowhas Rodriguez,1,Independientes,IFP
630,Metropolitana,5.5,Talagante,Carlos Alvarez Esteban,0,Unidad Por El Apruebo,PS
631,Metropolitana,5.5,Tiltil,Eva Vargas Aburto,1,Chile Vamos,IND
632,Metropolitana,5.5,Tiltil,Luis Valenzuela Cruzat,0,Frente Amplio,RD
633,Metropolitana,5.5,Tiltil,Sergio Tapia Sandoval,0,Independientes,IFP
634,Metropolitana,5.5,Tiltil,Barbara Gonzalez Zuñiga,1,Unidad Por El Apruebo,PPD
635,Metropolitana,5.5,Vitacura,Camila Merino Catalan,1,Chile Vamos,EVO
636,Metropolitana,5.5,Vitacura,Cristian De Tejada,0,Republicanos,IND
637,Metropolitana,5.5,Vitacura,Darko Von Bergen,0,Unidos Por La Dignidad,CIU
638,O'Higgins,6,Chepica,Ivan Valenzuela Palacios,0,Chile Vamos,UDI
639,O'Higgins,6,Chepica,Carlos Gonzalez Abrigo,0,Independientes,IFP
640,O'Higgins,6,Chepica,Fabian Soto Gonzalez,0,Unidad Por El Apruebo,PS
641,O'Higgins,6,Chimbarongo,Marco Contreras Jorquera,0,Chile Vamos,IND
642,O'Higgins,6,Chimbarongo,Patricio Donoso Gutierrez,0,Independientes,IFP
643,O'Higgins,6,Chimbarongo,Loredana Guajardo Barahona,1,Unidad Por El Apruebo,PR
644,O'Higgins,6,Codegua,Jose Flores Osorio,0,Independientes,IFP
645,O'Higgins,6,Codegua,Joaquin Valenzuela Baeza,0,Independientes,IFP
646,O'Higgins,6,Codegua,Ivan Acevedo Silva,0,Unidos Por La Dignidad,DC
647,O'Higgins,6,Coinco,Hector Orellana Sanchez,0,Chile Vamos,RN
648,O'Higgins,6,Coinco,Juan Abarca Padilla,0,Independientes,IFP
649,O'Higgins,6,Coinco,Claudia Guajardo Valenzuela,1,Unidos Por La Dignidad,DC
650,O'Higgins,6,Coltauco,Felix Sanchez Vergara,0,Chile Vamos,RN
651,O'Higgins,6,Coltauco,Jemael Perez Franco,0,Ecologistas e Ind.,IND
652,O'Higgins,6,Coltauco,Jorge Cerda Muñoz,0,Independientes,IFP
653,O'Higgins,6,Coltauco,Cristopher Vidal Medina,0,Independientes,IFP
654,O'Higgins,6,Coltauco,Pilar Abarca Osorio,1,Independientes,IFP
655,O'Higgins,6,Coltauco,Jonathan Vasquez Lagos,0,Unidad Por El Apruebo,IND
656,O'Higgins,6,Doñihue,Paulo Morales Arriagada,0,Chile Vamos,IND
657,O'Higgins,6,Doñihue,Deysi Navarro Padilla,1,Independientes,IFP
658,O'Higgins,6,Doñihue,Pabla Ponce Valle,1,Independientes,IFP
659,O'Higgins,6,Doñihue,Boris Acuña Gonzalez,0,Unidad Por El Apruebo,PPD
660,O'Higgins,6,Graneros,Gabriel Mendoza Ibarra,0,Chile Vamos,IND
661,O'Higgins,6,Graneros,Claudio Segovia Cofre,0,Independientes,IFP
662,O'Higgins,6,Graneros,Jorge Gonzalez Farias,0,Independientes,IFP
663,O'Higgins,6,Graneros,Teresa Elgueta Moreno,1,Unidad Por El Apruebo,PR
664,O'Higgins,6,La Estrella,Valentin Vidal Rubio,0,Chile Digno,IND
665,O'Higgins,6,La Estrella,Andres Fernandez Tapia,0,Chile Vamos,UDI
666,O'Higgins,6,La Estrella,Angelica Silva Arrue,1,Independientes,IFP
667,O'Higgins,6,La Estrella,Hector Osorio Monrreal,0,Independientes,IFP
668,O'Higgins,6,Las Cabras,Rigoberto Leiva Parra,0,Chile Vamos,UDI
669,O'Higgins,6,Las Cabras,Leandro Carreño Vargas,0,Independientes,IFP
670,O'Higgins,6,Las Cabras,Jaime Fabia Reyes,0,Independientes,IFP
671,O'Higgins,6,Las Cabras,Juan Flores Astorga,0,Unidos Por La Dignidad,PRO
672,O'Higgins,6,Litueche,Gabriel Palma Donoso,0,Chile Digno,FRVS
673,O'Higgins,6,Litueche,Rene Acuña Echeverria,0,Chile Vamos,UDI
674,O'Higgins,6,Litueche,Julio Peña Tobar,0,Unidad Por El Apruebo,IND
675,O'Higgins,6,Lolol,Jose Roman Chavez,0,Independientes,IFP
676,O'Higgins,6,Lolol,Corina Diaz Arancibia,1,Independientes,IFP
677,O'Higgins,6,Lolol,Jose Diaz Salas,0,Unidos Por La Dignidad,DC
678,O'Higgins,6,Machali,Hector Labbe Valenzuela,0,Chile Vamos,UDI
679,O'Higgins,6,Machali,Sara Ramirez Cruz,1,Independientes,IFP
680,O'Higgins,6,Machali,Doris Valdivia Monsalve,1,Independientes,IFP
681,O'Higgins,6,Machali,Juan Abud Parra,0,Independientes,IFP
682,O'Higgins,6,Machali,Gonzalo Lopez Lopez,0,Unidad Por El Apruebo,PS
683,O'Higgins,6,Malloa,Lorenzo Abarca Ubilla,0,Independientes,IFP
684,O'Higgins,6,Malloa,Alejandro Palominos Venegas,0,Independientes,IFP
685,O'Higgins,6,Malloa,Juan Magaña Rubio,0,Independientes,IFP
686,O'Higgins,6,Malloa,Luis Barra Villanueva,0,Unidad Por El Apruebo,IND
687,O'Higgins,6,Marchigüe,Jose Gonzalez Pino,0,Chile Vamos,UDI
688,O'Higgins,6,Marchigüe,Cristian Salinas Herrera,0,Dignidad Ahora,PH
689,O'Higgins,6,Marchigüe,Patricia Carreño Silva,1,Independientes,IFP
690,O'Higgins,6,Marchigüe,Rodrigo Veliz Farias,0,Unidad Por El Apruebo,IND
691,O'Higgins,6,Mostazal,Gonzalo Meza Vannini,0,Chile Vamos,IND
692,O'Higgins,6,Mostazal,Santiago Garate Espinoza,0,Independientes,IFP
693,O'Higgins,6,Mostazal,Cecilia Viveros Castillo,1,Independientes,IFP
694,O'Higgins,6,Mostazal,Claudia Caroca Contreras,1,Independientes,IFP
695,O'Higgins,6,Mostazal,Teresita Reyes Ovalle,1,Independientes,IFP
696,O'Higgins,6,Mostazal,Giovanna Flores Pinto,1,Independientes,IFP
697,O'Higgins,6,Mostazal,Jose Hurtado Barahona,0,Independientes,IFP
698,O'Higgins,6,Mostazal,Veronica Arroyo Arancibia,1,Unidos Por La Dignidad,DC
699,O'Higgins,6,Nancagua,Maria Riva Dutzan,1,Chile Vamos,IND
700,O'Higgins,6,Nancagua,Mario Bustamante Salinas,0,Independientes,IFP
701,O'Higgins,6,Nancagua,Hugo Arias Gonzalez,0,Independientes,IFP
702,O'Higgins,6,Nancagua,Eduardo Escanilla Gaete,0,Unidad Por El Apruebo,PS
703,O'Higgins,6,Navidad,Yanko Blumen Antivilo,0,Chile Digno,IND
704,O'Higgins,6,Navidad,Gonzalo Ortega Prieto,0,Chile Vamos,UDI
705,O'Higgins,6,Navidad,Daniel Olivares Vidal,0,Frente Amplio,IND
706,O'Higgins,6,Navidad,Prissila Farias Morales,1,Independientes,IFP
707,O'Higgins,6,Navidad,Mario Gonzalez Soto,0,Independientes,IFP
708,O'Higgins,6,Navidad,Patricia Arias Rodriguez,1,Independientes,IFP
709,O'Higgins,6,Navidad,Fidel Torres Aguilera,0,Unidad Por El Apruebo,PS
710,O'Higgins,6,Olivar,Maria Montero Carrasco,1,Chile Vamos,IND
711,O'Higgins,6,Olivar,Jorge Peña Bruce,0,Independientes,IFP
712,O'Higgins,6,Olivar,Evaristo Orellana Correa,0,Independientes,IFP
713,O'Higgins,6,Olivar,Praxedes Perez Aranguiz,1,Unidad Por El Apruebo,PS
714,O'Higgins,6,Palmilla,Claudio Cabrera Marambio,0,Chile Vamos,IND
715,O'Higgins,6,Palmilla,Gloria Paredes Valdes,1,Unidos Por La Dignidad,DC
716,O'Higgins,6,Paredones,Moises Carvacho Vargas,0,Chile Vamos,RN
717,O'Higgins,6,Paredones,Jose Reyes Poblete,0,Unidad Por El Apruebo,IND
718,O'Higgins,6,Peralillo,Carlos Utman Goldschmidt,0,Chile Vamos,UDI
719,O'Higgins,6,Peralillo,Froilan Nuñez Cumsille,0,Independientes,IFP
720,O'Higgins,6,Peralillo,Claudio Cumsille Chomali,0,Unidad Por El Apruebo,PS
721,O'Higgins,6,Peumo,Esteban Martinez Rubio,0,Chile Digno,FRVS
722,O'Higgins,6,Peumo,Pedro Rubio Gonzalez,0,Chile Vamos,EVO
723,O'Higgins,6,Peumo,Jose Martinez Pardo,0,Independientes,IFP
724,O'Higgins,6,Peumo,Carlos Aliaga Donoso,0,Independientes,IFP
725,O'Higgins,6,Peumo,Rigoberto Perez Huenuman,0,Independientes,IFP
726,O'Higgins,6,Peumo,Rosa Rubio Ugalde,1,Unidad Por El Apruebo,IND
727,O'Higgins,6,Pichidegua,Ismael Gonzalez Gutierrez,0,Chile Digno,IND
728,O'Higgins,6,Pichidegua,Tamara Jofre Salinas,1,Chile Vamos,UDI
729,O'Higgins,6,Pichidegua,Cristian Pavez Herrera,0,Independientes,IFP
730,O'Higgins,6,Pichidegua,Guillermo Gonzalez Cueto,0,Independientes,IFP
731,O'Higgins,6,Pichidegua,Marcos Fuentes Ulloa,0,Unidos Por La Dignidad,DC
732,O'Higgins,6,Pichilemu,Manuel Cofre Perez,0,Chile Digno,PC
733,O'Higgins,6,Pichilemu,Pablo Martinez Quinteros,0,Chile Vamos,UDI
734,O'Higgins,6,Pichilemu,Hipolito Solano Rubio,0,Independientes,IFP
735,O'Higgins,6,Pichilemu,Jorge Urzua Garcia,0,Independientes,IFP
736,O'Higgins,6,Pichilemu,Cristian Pozo Parraguez,0,Independientes,IFP
737,O'Higgins,6,Pichilemu,Julio Ibarra Maldonado,0,Independientes,IFP
738,O'Higgins,6,Pichilemu,Marcelo Cabrera Martinez,0,Independientes,IFP
739,O'Higgins,6,Placilla,Christian Contreras Orellana,0,Independientes,IFP
740,O'Higgins,6,Placilla,Manuel Contreras Alvarez,0,Unidos Por La Dignidad,DC
741,O'Higgins,6,Pumanque,Francisco Castro Galvez,0,Chile Vamos,RN
742,O'Higgins,6,Pumanque,Gonzalo Baraona Bezanilla,0,Independientes,IFP
743,O'Higgins,6,Quinta De Tilcoco,Sebastian Rodriguez Fuenzalida,0,Chile Vamos,IND
744,O'Higgins,6,Quinta De Tilcoco,Roberto Arenas Vasquez,0,Frente Amplio,CS
745,O'Higgins,6,Quinta De Tilcoco,Mario Galvez Palma,0,Independientes,IFP
746,O'Higgins,6,Quinta De Tilcoco,Heli Carrasco Ureta,0,Unidos Por La Dignidad,DC
747,O'Higgins,6,Rancagua,Danilo Jorquera Vidal,0,Chile Digno,PC
748,O'Higgins,6,Rancagua,Pamela Jadell Echague,1,Chile Vamos,IND
749,O'Higgins,6,Rancagua,Ricardo Cerda Arancibia,0,Dignidad Ahora,IND
750,O'Higgins,6,Rancagua,Marta Gonzalez Olea,1,Ecologistas e Ind.,IND
751,O'Higgins,6,Rancagua,Roberto Villagra Reyes,0,Frente Amplio,IND
752,O'Higgins,6,Rancagua,Raimundo Agliati Marchant,0,Independientes,IFP
753,O'Higgins,6,Rancagua,Juan Godoy Muñoz,0,Unidad Por El Apruebo,PS
754,O'Higgins,6,Rengo,Marcos Gatica Muñoz,0,Chile Vamos,RN
755,O'Higgins,6,Rengo,Alvaro Lizana Fuentes,0,Frente Amplio,RD
756,O'Higgins,6,Rengo,Julio Ibarra Maripangue,0,Independientes,IFP
757,O'Higgins,6,Rengo,Yosselin Moyano Calabrano,1,Independientes,IFP
758,O'Higgins,6,Rengo,Carlos Soto Gonzalez,0,Unidad Por El Apruebo,IND
759,O'Higgins,6,Requinoa,Maria Cavieres Paiva,1,Chile Vamos,UDI
760,O'Higgins,6,Requinoa,Waldo Valdivia Montecinos,0,Unidad Por El Apruebo,IND
761,O'Higgins,6,San Fernando,Gabriel Rojas Oyarce,0,Chile Digno,PC
762,O'Higgins,6,San Fernando,Alejandro Riquelme Calvo,0,Chile Vamos,UDI
763,O'Higgins,6,San Fernando,Pablo Silva Perez,0,Independientes,IFP
764,O'Higgins,6,San Fernando,Pablo Orellana Rivas,0,Independientes,IFP
765,O'Higgins,6,San Fernando,Luis Berwart Araya,0,Independientes,IFP
766,O'Higgins,6,San Fernando,Cristian Silva Rosales,0,Independientes,IFP
767,O'Higgins,6,San Fernando,Ximena Flores Peñaloza,1,Independientes,IFP
768,O'Higgins,6,San Fernando,Fiorina Gonzalez Moya,1,Independientes,IFP
769,O'Higgins,6,San Fernando,Luis Orellana Rojas,0,Unidad Por El Apruebo,PR
770,O'Higgins,6,San Vicente,Guido Carreño Reyes,0,Chile Vamos,UDI
771,O'Higgins,6,San Vicente,Jaime Gonzalez Ramirez,0,Unidad Por El Apruebo,IND
772,O'Higgins,6,Santa Cruz,Jose Guajardo Reyes,0,Chile Digno,FRVS
773,O'Higgins,6,Santa Cruz,William Arevalo Cornejo,0,Chile Vamos,IND
774,O'Higgins,6,Santa Cruz,Yoshi Guajardo Amaya,1,Frente Amplio,IND
775,O'Higgins,6,Santa Cruz,Manuel Palma Varas,0,Independientes,IFP
776,O'Higgins,6,Santa Cruz,Bernardo Morell Piñeda,0,Independientes,IFP
777,O'Higgins,6,Santa Cruz,Carlos Cisterna Pavez,0,Unidad Por El Apruebo,PS
778,Maule,7,Cauquenes,Jorge Muñoz Saavedra,0,Chile Vamos,IND
779,Maule,7,Cauquenes,Alejandra Ramirez Verdugo,1,Independientes,IFP
780,Maule,7,Cauquenes,Nery Rodriguez Dominguez,1,Independientes,IFP
781,Maule,7,Cauquenes,Domingo Leiva Mena,0,Unidad Por El Apruebo,PS
782,Maule,7,Chanco,Rosauro Elgueta Valenzuela,0,Chile Vamos,RN
783,Maule,7,Chanco,Alfonso Meza Meza,0,Independientes,IFP
784,Maule,7,Chanco,Jose Espinosa Campos,0,Independientes,IFP
785,Maule,7,Chanco,Jose Perez Meza,0,Independientes,IFP
786,Maule,7,Chanco,David Sanchez Arellano,0,Republicanos,PREP
787,Maule,7,Chanco,Marcelo Waddington Guajardo,0,Unidad Por El Apruebo,PR
788,Maule,7,Colbun,Claudio Rosson Muñoz,0,Chile Vamos,UDI
789,Maule,7,Colbun,Pedro Muñoz Oses,0,Independientes,IFP
790,Maule,7,Colbun,Gustavo Rojas Aravena,0,Independientes,IFP
791,Maule,7,Colbun,Jonathan Norambuena Barros,0,Independientes,IFP
792,Maule,7,Constitucion,Carlos Valenzuela Gajardo,0,Chile Vamos,IND
793,Maule,7,Constitucion,Franco Aravena Gonzalez,0,Independientes,IFP
794,Maule,7,Constitucion,Fabian Perez Herrera,0,Unidad Por El Apruebo,PR
795,Maule,7,Curepto,Carlos Henriquez Ramirez,0,Chile Digno,IND
796,Maule,7,Curepto,Juan Retamal Gutierrez,0,Chile Vamos,IND
797,Maule,7,Curepto,Rene Concha Gonzalez,0,Unidad Por El Apruebo,PPD
798,Maule,7,Curico,Macarena Pons Porcile,1,Chile Vamos,IND
799,Maule,7,Curico,Pamela Henriquez Rojas,1,Dignidad Ahora,IND
800,Maule,7,Curico,Javier Muñoz Riquelme,0,Unidos Por La Dignidad,DC
801,Maule,7,Empedrado,Manuel Baez Gajardo,0,Chile Vamos,UDI
802,Maule,7,Empedrado,Gonzalo Tejos Perez,0,Independientes,IFP
803,Maule,7,Empedrado,Carlos Correa Miños,0,Independientes,IFP
804,Maule,7,Empedrado,Ricardo Opazo Fierro,0,Unidad Por El Apruebo,PPD
805,Maule,7,Hualañe,Marisol Perez Saavedra,1,Chile Digno,FRVS
806,Maule,7,Hualañe,Patricia Quezada Moreno,1,Chile Vamos,IND
807,Maule,7,Hualañe,Sergio Nuñez Aliaga,0,Independientes,IFP
808,Maule,7,Hualañe,Carolina Muñoz Nuñez,1,Unidos Por La Dignidad,DC
809,Maule,7,Licanten,Bruno Gonzalez Acuña,0,Chile Vamos,UDI
810,Maule,7,Licanten,Marcelo Fernandez Vilos,0,Independientes,IFP
811,Maule,7,Linares,Mario Meza Vasquez,0,Chile Vamos,RN
812,Maule,7,Linares,Alamiro Garrido Caceres,0,Independientes,IFP
813,Maule,7,Linares,Carlos Gajardo Yañez,0,Independientes,IFP
814,Maule,7,Linares,Waldo Alfaro Martinez,0,Unidos Por La Dignidad,DC
815,Maule,7,Longavi,Cristian Menchaca Pinochet,0,Chile Vamos,UDI
816,Maule,7,Longavi,Ruth Flores Campos,1,Dignidad Ahora,IND
817,Maule,7,Longavi,Danilo Barra Mendez,0,Independientes,IFP
818,Maule,7,Longavi,Manuel Martin Romero,0,Independientes,IFP
819,Maule,7,Longavi,Jaime Briones Jorquera,0,Independientes,IFP
820,Maule,7,Longavi,Robin Araya Acevedo,0,Independientes,IFP
821,Maule,7,Longavi,Gonzalo Jara Reyes,0,Unidad Por El Apruebo,PPD
822,Maule,7,Maule,Brian Villalobos Retamal,0,Chile Vamos,PRI
823,Maule,7,Maule,Carlos Ovalle Rojas,0,Independientes,IFP
824,Maule,7,Maule,Luis Vasquez Galvez,0,Unidos Por La Dignidad,DC
825,Maule,7,Molina,Nicolas Santana Rivera,0,Independientes,IFP
826,Maule,7,Molina,Felipe Mendez Guzman,0,Independientes,IFP
827,Maule,7,Molina,Priscilla Castillo Gerli,1,Unidos Por La Dignidad,DC
828,Maule,7,Parral,Paula Retamal Urrutia,1,Chile Vamos,UDI
829,Maule,7,Parral,Juan Benavente Meza,0,Independientes,IFP
830,Maule,7,Parral,Guido Castilla Mora,0,Independientes,IFP
831,Maule,7,Parral,Rodrigo Castro Sepulveda,0,Independientes,IFP
832,Maule,7,Parral,Guillermo Ceroni Fuentes,0,Unidad Por El Apruebo,PPD
833,Maule,7,Pelarco,Cristofer Retamal Lara,0,Chile Digno,IND
834,Maule,7,Pelarco,Luis Vasquez Bobadilla,0,Chile Vamos,UDI
835,Maule,7,Pelarco,Roberto Silva Adi,0,Unidad Por El Apruebo,IND
836,Maule,7,Pelluhue,Daniel Bustos Leal,0,Chile Vamos,IND
837,Maule,7,Pelluhue,Maria Reyes Orellana,1,Unidos Por La Dignidad,IND
838,Maule,7,Pencahue,Jose Correa Correa,0,Chile Vamos,UDI
839,Maule,7,Pencahue,Jose Tobar Aravena,0,Independientes,IFP
840,Maule,7,Pencahue,Marcelo Viedma Villaman,0,Unidos Por La Dignidad,DC
841,Maule,7,Rauco,Manuel Poblete Navarro,0,Chile Vamos,UDI
842,Maule,7,Rauco,Pascual Arevalos Martinez,0,Independientes,IFP
843,Maule,7,Rauco,Enrique Olivares Farias,0,Unidad Por El Apruebo,PR
844,Maule,7,Retiro,Rodrigo Ramirez Parra,0,Chile Vamos,RN
845,Maule,7,Retiro,Luis Pino Andrades,0,Independientes,IFP
846,Maule,7,Retiro,Ignacio Luna Vallejos,0,Independientes,IFP
847,Maule,7,Retiro,Viviana Landaeta Parra,1,Unidad Por El Apruebo,PS
848,Maule,7,Retiro,Juan Contreras Contreras,0,Unidos Por La Dignidad,DC
849,Maule,7,Rio Claro,Americo Guajardo Oyarce,0,Chile Vamos,RN
850,Maule,7,Rio Claro,Rosa Navarro Amigo,1,Independientes,IFP
851,Maule,7,Rio Claro,Eduardo Poblete Navarro,0,Unidad Por El Apruebo,PR
852,Maule,7,Romeral,Claudio Pino Ulloa,0,Chile Vamos,IND
853,Maule,7,Romeral,Carlos Vergara Zerega,0,Unidad Por El Apruebo,PS
854,Maule,7,Sagrada Familia,Martin Arriagada Urrutia,0,Chile Vamos,UDI
855,Maule,7,Sagrada Familia,Paulo Avalos Sepulveda,0,Independientes,IFP
856,Maule,7,Sagrada Familia,Juan Badilla Ramirez,0,Independientes,IFP
857,Maule,7,Sagrada Familia,Jose Gonzalez Ramirez,0,Independientes,IFP
858,Maule,7,Sagrada Familia,Josselyn Oyarzun Naranjo,1,Unidos Por La Dignidad,IND
859,Maule,7,San Clemente,Pablo Amaro Valenzuela,0,Chile Vamos,UDI
860,Maule,7,San Clemente,Maria Sepulveda Fuentes,1,Independientes,IFP
861,Maule,7,San Clemente,Pablo Hernandez Morales,0,Unidos Por La Dignidad,DC
862,Maule,7,San Javier,Williams Valenzuela Villalobos,0,Chile Vamos,EVO
863,Maule,7,San Javier,German Herrera Dinamarca,0,Frente Amplio,RD
864,Maule,7,San Javier,Pedro Fernandez Chavarri,0,Independientes,IFP
865,Maule,7,San Javier,Jorge Silva Sepulveda,0,Unidos Por La Dignidad,DC
866,Maule,7,San Rafael,Cesar Cantuarias Chazarro,0,Chile Vamos,IND
867,Maule,7,San Rafael,Claudia Diaz Bravo,1,Unidos Por La Dignidad,DC
868,Maule,7,Talca,Sixto Gonzalez Soto,0,Chile Digno,PC
869,Maule,7,Talca,Juan Diaz Avendaño,0,Chile Vamos,RN
870,Maule,7,Talca,Silvia Cabello Letelier,1,Dignidad Ahora,IND
871,Maule,7,Talca,Andrea Camargo Pino,1,Independientes,IFP
872,Maule,7,Talca,Rodrigo Sepulveda Espinoza,0,Unidad Por El Apruebo,IND
873,Maule,7,Teno,Angela Muñoz Venegas,1,Chile Vamos,RN
874,Maule,7,Teno,Sandra Amestica Gaete,1,Independientes,IFP
875,Maule,7,Vichuquen,Roberto Rivera Pino,0,Chile Vamos,IND
876,Maule,7,Vichuquen,Patricio Rivera Bravo,0,Independientes,IFP
877,Maule,7,Vichuquen,Cristian Bravo Cabezas,0,Independientes,IFP
878,Maule,7,Vichuquen,Roman Pavez Lopez,0,Independientes,IFP
879,Maule,7,Vichuquen,Mauricio Correa Urzua,0,Unidos Por La Dignidad,IND
880,Maule,7,Villa Alegre,Pablo Fuentes Vallejos,0,Chile Vamos,IND
881,Maule,7,Villa Alegre,Ricardo Lizama Soto,0,Independientes,IFP
882,Maule,7,Villa Alegre,Jorge Peña Vargas,0,Independientes,IFP
883,Maule,7,Villa Alegre,Luis Alegria Acuña,0,Independientes,IFP
884,Maule,7,Villa Alegre,Fabiola Arenas Sepulveda,1,Independientes,IFP
885,Maule,7,Villa Alegre,Alvaro Dieguez Angulo,0,Independientes,IFP
886,Maule,7,Villa Alegre,Carla Manosalva Reyes,1,Unidad Por El Apruebo,PR
887,Maule,7,Yerbas Buenas,Eva Palma Leal,1,Chile Vamos,RN
888,Maule,7,Yerbas Buenas,Jaime Claret Arias,0,Independientes,IFP
889,Maule,7,Yerbas Buenas,Luis Cadegan Moran,0,Unidos Por La Dignidad,IND
890,Ñuble,7.5,Bulnes,Thelma Guzman Asencio,1,Chile Digno,PC
891,Ñuble,7.5,Bulnes,Eugenio Medina Parra,0,Chile Vamos,IND
892,Ñuble,7.5,Bulnes,Guillermo Yeber Rodriguez,0,Independientes,IFP
893,Ñuble,7.5,Bulnes,Jorge Hidalgo Oñate,0,Unidad Por El Apruebo,IND
894,Ñuble,7.5,Chillan,Paola Becker Villa,1,Chile Vamos,IND
895,Ñuble,7.5,Chillan,Patricia Pino Ceballos,1,Dignidad Ahora,PH
896,Ñuble,7.5,Chillan,Marcelo Contreras Muñoz,0,Ecologistas e Ind.,PEV
897,Ñuble,7.5,Chillan,Manuel Reyes Pinochet,0,Republicanos,IND
898,Ñuble,7.5,Chillan,Camilo Benavente Jimenez,0,Unidad Por El Apruebo,PPD
899,Ñuble,7.5,Chillan Viejo,Rodrigo Arzola Helo,0,Chile Vamos,IND
900,Ñuble,7.5,Chillan Viejo,Jorge Pozo Pastene,0,Independientes,IFP
901,Ñuble,7.5,Chillan Viejo,Rodolfo Gazmuri Sanchez,0,Independientes,IFP
902,Ñuble,7.5,Chillan Viejo,Carlos Hernandez Muñoz,0,Independientes,IFP
903,Ñuble,7.5,Chillan Viejo,Esteban Misle Muñoz,0,Independientes,IFP
904,Ñuble,7.5,Chillan Viejo,Jose Silva Espinoza,0,Unidad Por El Apruebo,PS
905,Ñuble,7.5,Cobquecura,Fernanda Torres Orellana,1,Chile Vamos,IND
906,Ñuble,7.5,Cobquecura,Jorge Romero Villalobos,0,Independientes,IFP
907,Ñuble,7.5,Cobquecura,Julio Fuentes Alarcon,0,Unidad Por El Apruebo,IND
908,Ñuble,7.5,Coelemu,Laura Aravena Alarcon,1,Chile Vamos,RN
909,Ñuble,7.5,Coelemu,Juan Escalona Gonzalez,0,Ecologistas e Ind.,IND
910,Ñuble,7.5,Coelemu,Alejandro Pedreros Urrutia,0,Unidad Por El Apruebo,IND
911,Ñuble,7.5,Coihueco,Cristian Herrera Caro,0,Chile Digno,PC
912,Ñuble,7.5,Coihueco,Carlos Chandia Alarcon,0,Chile Vamos,RN
913,Ñuble,7.5,Coihueco,Juan Olave Pedraza,0,Unidad Por El Apruebo,IND
914,Ñuble,7.5,El Carmen,Renan Cabezas Arroyo,0,Chile Vamos,RN
915,Ñuble,7.5,El Carmen,Jose Martin Rubilar,0,Unidos Por La Dignidad,DC
916,Ñuble,7.5,Ninhue,Daniel Arriagada Jara,0,Chile Vamos,UDI
917,Ñuble,7.5,Ninhue,Ronald Tassara Espinoza,0,Independientes,IFP
918,Ñuble,7.5,Ninhue,Roberto Contreras Contreras,0,Independientes,IFP
919,Ñuble,7.5,Ninhue,Luis Molina Melo,0,Unidos Por La Dignidad,IND
920,Ñuble,7.5,Ñiquen,Manuel Pino Turra,0,Chile Vamos,UDI
921,Ñuble,7.5,Ñiquen,Jose Fica Peña,0,Frente Amplio,IND
922,Ñuble,7.5,Ñiquen,Pablo Jimenez Acuña,0,Unidad Por El Apruebo,PS
923,Ñuble,7.5,Pemuco,Johnnson Guiñez Nuñez,0,Chile Vamos,IND
924,Ñuble,7.5,Pemuco,Ismael Palma Guiñez,0,Unidos Por La Dignidad,DC
925,Ñuble,7.5,Pinto,Manuel Guzman Aedo,0,Chile Vamos,UDI
926,Ñuble,7.5,Pinto,Juan Saez Freire,0,Independientes,IFP
927,Ñuble,7.5,Pinto,Gabriela Rodriguez Bustamante,1,Independientes,IFP
928,Ñuble,7.5,Pinto,Jorge Arias Zumaeta,0,Unidad Por El Apruebo,IND
929,Ñuble,7.5,Portezuelo,Rene Schuffeneger Salas,0,Chile Vamos,RN
930,Ñuble,7.5,Quillon,Hilda Quezada Bravo,1,Chile Vamos,RN
931,Ñuble,7.5,Quillon,Jose Guzman Fernandez,0,Dignidad Ahora,IND
932,Ñuble,7.5,Quillon,Ignacio Sanhueza Patiño,0,Independientes,IFP
933,Ñuble,7.5,Quillon,Miguel Peña Jara,0,Unidos Por La Dignidad,DC
934,Ñuble,7.5,Quirihue,Sebastian Godoy Bustos,0,Chile Vamos,UDI
935,Ñuble,7.5,Quirihue,Jose Hadi Pino,0,Independientes,IFP
936,Ñuble,7.5,Quirihue,Richard Irribarra Ramirez,0,Unidad Por El Apruebo,PR
937,Ñuble,7.5,Ranquil,Nicolas Torres Ovalle,0,Chile Vamos,RN
938,Ñuble,7.5,Ranquil,Carlos Garcia Vera,0,Independientes,IFP
939,Ñuble,7.5,Ranquil,Christian Astudillo Muñoz,0,Independientes,IFP
940,Ñuble,7.5,Ranquil,Benito Bravo Delgado,0,Unidad Por El Apruebo,PPD
941,Ñuble,7.5,San Carlos,Lorena Jardua Campos,1,Chile Vamos,IND
942,Ñuble,7.5,San Carlos,Gisselle Avila Bustos,1,Ecologistas e Ind.,IND
943,Ñuble,7.5,San Carlos,Maria Garcia Navarrete,1,Independientes,IFP
944,Ñuble,7.5,San Carlos,Ruben Mendez Venegas,0,Independientes,IFP
945,Ñuble,7.5,San Carlos,Cesar Ortiz Gallegos,0,Republicanos,IND
946,Ñuble,7.5,San Carlos,Williams Suazo Soto,0,Unidad Por El Apruebo,PS
